Buyer Name,S/O No,S/O Date,Order No,Order Date,PO Srl,Style No,Item Code,Drg.No,Size,Order Qty,Pack Qty,Sale Qty,Cncl.Qty,O/S Ord.Qty,Unit,Delivery Date,Department,Rate,Gross Value,Currency,Commitment Dt,Payment Term,S.O Comment,Item Description,Pack Slip No,Pack Slip Dt,Currency Value,Dept.Remark,Cust Code,DIE Indend,SO SPL.Remark
ASTEC VALVES AND FITTINGS PVT LTD,F-1053A/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,5,STYLE NA-B3+707,B-XAA-PK-X30P1-X20P1-7P18-XX,PK-X30P1-X20P1-7P18-XX,30.1 X 20.1 X 7.18 MM,100.000,100.000,0.000,0.000,100.000,SET,17-Oct-25,SPK,150.1700,15017.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,"LOW EMISSION (2 NOS. BRAIDED END RINGS WITH 1 MOULDED INTERMEDIATE RING) PACKING RING SET, CERTIFIED TO API-622, 3RD EDITION",P05691/25-26,13-Oct-25,15017,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,15,STYLE NA-707(M),-,PK-X16P4-XX8P4-8P2-XX,16.3 X 8.4 X 8.18 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,2250.0000,2250.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-X16P4-XX8P4-8P2-XX,P05687/25-26,13-Oct-25,2250,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,17,STYLE NA-707(M),-,PK-X17P7-X10P6-XX9-XX,17.7 X 10.6 X 9 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,2250.0000,2250.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-X17P7-X10P6-XX9-XX,P05687/25-26,13-Oct-25,2250,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,19,STYLE NA-707(M),-,PK-XXX30-X20P1-XX7-XX,30 X 20.1 X 7 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,2700.0000,2700.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-XXX30-X20P1-XX7-XX,P05687/25-26,13-Oct-25,2700,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,22,STYLE NA-707(M),-,B-XXA-PK-X75P5-X69P5-3P5-XX,75.5 X 69.5 X 3.5 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,6675.0000,6675.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XXA-PK-X75P5-X69P5-3P5-XX,P05687/25-26,13-Oct-25,6675,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,16,STYLE NA-B3+707 (M),-,PK-X16P4-XX8P4-XX9-01,16.4 X 8.4 X 9 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,6750.0000,6750.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-X16P4-XX8P4-XX9-01,P05687/25-26,13-Oct-25,6750,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,21,STYLE NA-B3+707 (M),-,PK-X17P7-X10P6-10P5-XX,17.7 X 10.6 X 10.5 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,6750.0000,6750.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-X17P7-X10P6-10P5-XX,P05687/25-26,13-Oct-25,6750,,01338,No,-
ASTEC VALVES AND FITTINGS PVT LTD,F-1053M/25-26,25-Sep-25,PO2526/01798-1,9-Sep-25,18,STYLE NA-B3+707 (M),-,PK-X30P1-X20P1-7P18-XX,30.1 X 20.1 X 7.18 MM,1.000,1.000,0.000,0.000,1.000,NOS,17-Oct-25,SPK,7950.0000,7950.00,INR,,ADVANCE AGAINST PROFORMA INVOICE BEFORE PRODUCTION,,MOULD DEVELOPEMENT COST FOR MATERIAL CODE B-XAA-PK-X30P1-X20P1-7P18-XX,P05687/25-26,13-Oct-25,7950,,01338,No,-
BEC MACHINED PLASTICS & ENGINEERING SUPPLIES,EXP-1484/25-26,2-Sep-25,PO152823,1-Sep-25,1,STYLE NA-710,-,H520455 Rev 001,CS: 0.481 X ID: 12.144 X TH.: 0.569 INCH,59.000,0.000,0.000,0.000,59.000,NOS,8-Oct-25,SPK,33.7200,1989.48,GBP,,100% ADVANCE BY T/T,,FLEXIBLE PURE GRAPHITE COMPRESSED PRESSURE SEAL RING (NUCLEAR GRADE) REINFORCED WITH AISI 304 WIRE NET IN ENDLESS FORM HAVING DENSITY 1.76 G/CC.,,,234261.27,,00147,No,-
BEC MACHINED PLASTICS & ENGINEERING SUPPLIES,EXP-1484M/25-26,2-Sep-25,PO152823,1-Sep-25,2,STYLE NA-710M,-,-,CS: 0.481 X ID: 12.144 X TH.: 0.569 INCH,1.000,0.000,0.000,0.000,1.000,NOS,8-Oct-25,SPK,197.0000,197.00,GBP,,100% ADVANCE BY T/T,,MOULD DEVELOPMENT COST FOR THE ABOVE ITEM,,,23196.75,,00147,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",F-1069/25-26,24-Sep-25,HY/SMC/210/25-26/PPC/PO/008,11-Sep-25,2,STYLE NA-707,TC9751203040,TC51203 REV-07,48 X 32 X 8 MM,150.000,150.000,0.000,0.000,150.000,NOS,10-Oct-25,SPK,23.0000,3450.00,INR,,WITHIN 45 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.1-1.3G/CC; AS PER BHELS SPEC NO-TC51203 REV-07.,P05612/25-26,10-Oct-25,3450,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",F-1069/25-26,24-Sep-25,HY/SMC/210/25-26/PPC/PO/008,11-Sep-25,1,STYLE NA-707,TC9751203058,TC51203 REV-07,60 X 40 X 10 MM,100.000,100.000,0.000,0.000,100.000,NOS,10-Oct-25,SPK,83.0000,8300.00,INR,,WITHIN 45 DAYS,,"FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.1-1.3G/CC, AS PER BHELS SPEC NO. TC51203 REV-07.",P05612/25-26,10-Oct-25,8300,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,4,VIRGIN PTFE,HY7240195660,-,1040 X 1027.4 X 1 MM,3.000,0.000,0.000,0.000,3.000,NOS,22-Mar-25,POLYMER TRADING,2756.3600,8269.08,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,8269.08,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,6,VIRGIN PTFE,HY7240195651,-,1070 X 1057.4 X 1 MM,6.000,0.000,0.000,0.000,6.000,NOS,22-Mar-25,POLYMER TRADING,2961.5300,17769.18,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,17769.18,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,5,VIRGIN PTFE,HY7240195643,-,1116 X 1114 X 6 MM,6.000,0.000,0.000,0.000,6.000,NOS,22-Mar-25,POLYMER TRADING,10598.0500,63588.30,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,63588.3,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,3,VIRGIN PTFE,HY7240195694,-,658 X 646 X 1 MM,1.000,0.000,0.000,0.000,1.000,NO.,22-Mar-25,POLYMER TRADING,1568.0000,1568.00,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,1568,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,2,VIRGIN PTFE,HY7240195031,-,660 X 648 X 1 MM,1.000,0.000,0.000,0.000,1.000,NO.,22-Mar-25,POLYMER TRADING,1231.6100,1231.61,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,1231.61,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-233/24-25,12-Feb-25,"GEMC-511687771996695
",4-Feb-25,1,VIRGIN PTFE,HY7240195686,-,710 X 708 X 6 MM,2.000,0.000,0.000,0.000,2.000,NOS,22-Mar-25,POLYMER TRADING,5164.9200,10329.84,INR,,WITHIN 45 DAYS,,"CUT GASKET AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,10329.84,,00128,No,-
"BHARAT HEAVY ELECTRICALS LIMITED, RAMCHANDRAPURAM",T-265/24-25,21-Mar-25,"GEMC-511687716728160
",20-Mar-25,1,VIRGIN PTFE,HY7240195031 AND HY7240195104,-,660 X 648 X 1 MM AND 700 X 698 X 6 MM,16.000,0.000,0.000,0.000,16.000,SET,3-Jun-25,POLYMER,1187.7100,19003.36,INR,,WITHIN 45 DAYS,,"CUT GASKET, AS PER BHEL SPECIFICATION NO. HY7240195, REV. NO. 02",,,19003.36,,00128,No,-
BHARAT HEAVY ELECTRICALS LIMITED-TRICHY,F-1153/25-26,25-Sep-25,VS-STA-7000025105 / ENSTA26038 (GEM PO. NO. GEMC-5,22-Sep-25,20,STYLE NA-715,964665890000,-,132 X 100 X 16 MM,80.000,80.000,0.000,0.000,80.000,NOS,30-Nov-25,ABHISHEK,1505.0800,120406.40,INR,,WITHIN 45 DAYS,,"EXPANDED GRAPHITE BRAIDED PACKING RING HAVING AN INCONEL WIRE MESH JACKET OVER EACH YARN ALONG WITH A MULTIPLE REINFORCEMENT OF INCONEL WIRES (MINIMUM 3 WIRES) INSIDE EACH YARN TO WITHSTAND TEMPERATURE 650 DEG. C, PRESSURE 500 BAR, IDEAL FOR HYDROCAR",P05698/25-26,13-Oct-25,120406.4,,00640,No,-
BHARAT HEAVY ELECTRICALS LIMITED-TRICHY,F-1153/25-26,25-Sep-25,VS-STA-7000025105 / ENSTA26038 (GEM PO. NO. GEMC-5,22-Sep-25,10,STYLE NA-715,964665850000,-,81 X 55 X 13 MM,80.000,80.000,0.000,0.000,80.000,NOS,30-Nov-25,ABHISHEK,583.0500,46644.00,INR,,WITHIN 45 DAYS,,"EXPANDED GRAPHITE BRAIDED PACKING RING HAVING AN INCONEL WIRE MESH JACKET OVER EACH YARN ALONG WITH A MULTIPLE REINFORCEMENT OF INCONEL WIRES (MINIMUM 3 WIRES) INSIDE EACH YARN TO WITHSTAND TEMPERATURE 650 DEG. C, PRESSURE 500 BAR, IDEAL FOR HYDROCAR",P05698/25-26,13-Oct-25,46644,,00640,No,-
BHARAT HEAVY ELECTRICALS LIMITED-VARANASI,T-252/24-25,10-Mar-25,"GEMC-511687759286537/63240787
",3-Mar-25,10,VIRGIN PTFE,RV1019434936,4-11627-01009 REV. 05,164 MM L X 10 MM W X 1 MM TH,16.000,16.000,0.000,0.000,16.000,NOS,17-May-25,POLYMER,58.0100,928.16,INR,,100% AGAINST SRV WITHIN 45 DAYS,,STRIP AS PER DRAWING,P02409/25-26,25-Jun-25,928.16,,00012,No,-
"BRAY CONTROLS INDIA LIMITED, KANCHIPURAM",F-1135/25-26,25-Sep-25,PT2001846,19-Sep-25,10,STYLE NA-781+NA-754,420600-13200536,42-0600-70400 REV-03,1.376 X 1 X 0.187 INCH,40.000,0.000,0.000,0.000,40.000,SET,20-Oct-25,SPK,85.0000,3400.00,INR,,100% WITHIN 30 DAYS,,COMBINATION PACKING SET OF PURE PTFE YARN BRAIDED GLAND PACKING RING SET IN 45 DEG SKIVE CUT AND GRAPHITE FIBRE BRAIDED GLAND PACKING RING SET IMPREGNATED WITH A GRAPHITE MIX IN 45 DEG SKIVE CUT,,,3400,,00558,No,-
CAMERON INTL CORP,EXP-1347/25-26,19-Aug-25,4514873619,14-Aug-25,00010,LOW EMISSION PACKING,2398064-31-09,X-388965-12-03_DWG_000_02,1.688 X 1.188 X 1.25 INCH,100.000,100.000,0.000,0.000,100.000,SET,21-Nov-25,ABHISHEK,9.8000,980.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"RING SET TYPE SP 1 CERTIFIED TO ISO 15848 AND API 622, LATEST EDITION",P05403/25-26,4-Oct-25,86240,,00044,No,-
CAMERON INTL CORP,EXP-1421/25-26,23-Aug-25,4514881950,22-Aug-25,00010,TFM 1700,2398091-31-07,X-388966-01_DWG_000_03,0.875 X 0.625 X 0.595 INCH,100.000,0.000,0.000,0.000,100.000,SET,28-Oct-25,SANTANU,2.8900,289.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"""V"" RING SET AS PER DRAWING",,,25432,,00044,No,-
CAMERON INTL CORP,EXP-1481/25-26,30-Aug-25,4514889260,29-Aug-25,00010,LOW EMISSION PACKING,2398064-31-08,X-388965-10-03_DWG_000_02,36.58 X 23.88 X 31.8 MM,50.000,50.000,0.000,0.000,50.000,NO.,5-Jan-26,ABHISHEK,10.9800,549.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"RING SET TYPE SP 1 CERTIFIED TO ISO 15848 AND API 622, LATEST EDITION",P05055/25-26,19-Sep-25,48312,,00044,No,-
CAMERON INTL CORP,EXP-1613/25-26,12-Sep-25,4514901162,10-Sep-25,00010,STYLE NA-715,8A-63-442,-,3.745 X 2.957 X 0.394 INCH,10.000,10.000,0.000,0.000,10.000,SET,7-Jan-26,ABHISHEK,83.5000,835.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"BRAIDED PACKING SET HAVING AN INCONEL WIRE MESH JACKETOVER EACH YARN ALONG WITH A MULTIPLE REINFORCEMENT OF INCONEL WIRES (MINIMUM 3 WIRES) INSIDE EACHYARN TO WITHSTAND TEMPERATURE 650 DEG. C, PRESSURE 500 BAR, IDEAL FOR HYDROCARBONS, HYDROGEN,SUPERH",P05061/25-26,19-Sep-25,73480,,00044,No,-
CAMERON INTL CORP,EXP-1683/25-26,17-Sep-25,4514907409,16-Sep-25,00010,TFM 1700,2398091-31-07,X-388966-01_DWG_000_03,0.875 X 0.625 X 0.595 INCH,110.000,0.000,0.000,0.000,110.000,SET,10-Dec-25,SANTANU,2.8900,317.90,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"""V"" RING SET AS PER DRAWING HAVING RINGS/SET=1+4+1",,,27975.2,,00044,No,-
CAMERON INTL CORP,EXP-1782/25-26,26-Sep-25,4514916764,24-Sep-25,00010,STYLE NA-715,8A-63-438,-,2 X 1.375 X 0.3125 INCH,38.000,0.000,0.000,0.000,38.000,SET,25-Nov-25,ABHISHEK,26.4000,1003.20,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"BRAIDED PACKING SET HAVING AN INCONEL WIRE MESH JACKET OVER EACH YARN ALONG WITH A MULTIPLE REINFORCEMENT OF INCONEL WIRES (MINIMUM 3 WIRES) INSIDE EACH YARN TO WITHSTAND TEMPERATURE 650 DEG. C, PRESSURE 500 BAR, IDEAL FOR HYDROCARBONS, HYDROGEN, SUP",,,88281.6,,00044,No,-
CAMERON INTL CORP,EXP-1821/25-26,8-Oct-25,4514922864,30-Sep-25,00010,TFM 1700,2398091-31-07,X-388966-01_DWG_000_03,0.875 X 0.625 X 0.595 INCH,100.000,0.000,0.000,0.000,100.000,SET,24-Dec-25,SANTANU,2.8900,289.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"""V"" RING SET AS PER DRAWING HAVING RINGS/SET=1+4+1",,,25432,,00044,No,-
CAMERON INTL CORP,EXP-1822/25-26,8-Oct-25,4514922994,30-Sep-25,00010,LOW EMISSION PACKING,2398064-31-12,X-388965-08-03_DWG_000_02,28.55 X 19.05 X 23.7 MM,120.000,0.000,0.000,0.000,120.000,SET,2-Jan-26,ABHISHEK,4.9000,588.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"RING SET TYPE SP 1 CERTIFIED TO ISO 15848 AND API 622, LATEST EDITION",,,51744,,00044,No,-
CAMERON INTL CORP,EXP-1827/25-26,9-Oct-25,4514926171,2-Oct-25,00010,LOW EMISSION PACKING,2398064-31-08,X-388965-10-03_DWG_000_02,36.58 X 23.88 X 31.8 MM,50.000,0.000,0.000,0.000,50.000,SET,2-Jan-26,ABHISHEK,10.9800,549.00,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"RING SET TYPE SP 1 CERTIFIED TO ISO 15848 AND API 622 , LATEST EDITION",,,48312,,00044,No,-
CAMERON INTL CORP,EXP-1906/25-26,9-Oct-25,4514930604,6-Oct-25,00010,STYLE NA-715,8A-63-442,-,3.745 X 2.957 X 0.394 INCH,25.000,0.000,0.000,0.000,25.000,SET,31-Dec-25,ABHISHEK,83.5000,2087.50,USD,,100% WITHIN 30 DAYS FROM THE DATE OF AIR WAYBILL O,,"BRAIDED PACKING SET HAVING AN INCONEL WIRE MESH JACKET OVER EACH YARN ALONG WITH A MULTIPLE REINFORCEMENT OF INCONEL WIRES (MINIMUM 3 WIRES) INSIDE EACH YARN TO WITHSTAND TEMPERATURE 650 DEG. C, PRESSURE 500 BAR, IDEAL FOR HYDROCARBONS, HYDROGEN, SUP",,,183700,,00044,No,-
CIRCOR FLOW TECHNOLOGIES (I) PVT LIMITED,F-1169/25-26,8-Oct-25,PO41004,23-Sep-25,3,STYLE NA-707,RC400473,0241910002200 REV. 00,1.498 X 1.124 X 7/32  INCH,150.000,150.000,0.000,0.000,150.000,NOS,22-Oct-25,ABHISHEK,20.3500,3052.50,INR,,WITHIN 30 DAYS,,"FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING WITH INCORPORATION OF OXIDATION/SACRIFICIAL CORROSION INHIBITOR IN ENDLESS FORM HAVING DENSITY 70 LBS/FT³ G/CC AS PER DRAWING, MADE FROM SIGRAFLEX E, EQUIVALENT TO GTB GRADE",P05703/25-26,14-Oct-25,3052.5,,00013,No,-
CIRCOR FLOW TECHNOLOGIES (I) PVT LIMITED,F-1223/25-26,10-Oct-25,PO41159,3-Oct-25,1,STYLE NA-781(A),900003001-116,900003 REV. 02,22.2 X 12.65 X 6.0 MM,100.000,0.000,0.000,0.000,100.000,NOS,10-Nov-25,SPK,27.5000,2750.00,INR,,WITHIN 30 DAYS,,PURE PTFE SILK YARN BRAIDED GLAND PACKING RING HAVING A CORE OF ARAMID YARN IN SINGLE OBLIQUE CUT  AS PER DRAWING,,,2750,,00013,No,-
CIRCOR FLOW TECHNOLOGIES (I) PVT LIMITED,F-1223/25-26,10-Oct-25,PO41159,3-Oct-25,2,STYLE NA-781(A),900036001-116,900036 REV 02,31.75 X 19 X 6 MM,100.000,0.000,0.000,0.000,100.000,NOS,10-Nov-25,SPK,53.2400,5324.00,INR,,WITHIN 30 DAYS,,PURE PTFE SILK YARN BRAIDED GLAND PACKING RING HAVING A CORE OF ARAMID YARN IN SINGLE OBLIQUE CUT  AS PER DRAWING,,,5324,,00013,No,-
CIRCOR FLOW TECHNOLOGIES (I) PVT LIMITED,F-1223/25-26,10-Oct-25,PO41159,3-Oct-25,3,STYLE NA-752,900060007-171,900060 REV 03,38.1 X 25.32 X 6 MM,50.000,0.000,0.000,0.000,50.000,NOS,10-Nov-25,SPK,63.6200,3181.00,INR,,WITHIN 30 DAYS,,"CARBON FIBER PACKING RING REINFORCED WITH INCONEL WIRE, IMPREGNATED WITH A GRAPHITE MIX IN A GRAPHITE FINISH IN SINGLE OBLIQUE CUT AS PER DRAWING NO.",,,3181,,00013,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1010/25-26,8-Sep-25,5100660600,3-Sep-25,20.1,STYLE NA-707V,N54202020,N54202020,110 X 94 X 15.5 MM,2.000,0.000,0.000,0.000,2.000,NOS,10-Oct-25,SPK,2493.0000,4986.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING (NUCLEAR GRADE)  IN ENDLESS FORM WITH ANTI-EXTRUSION AISI 321 CAP ON TOP AND BOTTOM HAVING DENSITY AS PER DRAWING IN RECTANGULAR PROFILE.,,,4986,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1010/25-26,8-Sep-25,5100660600,3-Sep-25,20.2,STYLE NA-707V,N54202020,N54202020,110 X 94 X 15.5 MM,1.000,0.000,0.000,0.000,1.000,NOS,10-Oct-25,SPK,2493.0000,2493.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING (NUCLEAR GRADE)  IN ENDLESS FORM WITH ANTI-EXTRUSION AISI 321 CAP ON TOP AND BOTTOM HAVING DENSITY AS PER DRAWING IN RECTANGULAR PROFILE.,,,2493,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1010/25-26,8-Sep-25,5100660600,3-Sep-25,19.1,STYLE NA-707V,N54201020,N54201020 REV 0,115 X 99 X 15.5 MM,2.000,0.000,0.000,0.000,2.000,NOS,10-Oct-25,SPK,2554.0000,5108.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING (NUCLEAR GRADE)  IN ENDLESS FORM WITH ANTI-EXTRUSION AISI 321 CAP ON TOP AND BOTTOM HAVING DENSITY AS PER DRAWING IN RECTANGULAR PROFILE.,,,5108,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1010/25-26,8-Sep-25,5100660600,3-Sep-25,19.2,STYLE NA-707V,N54201020,N54201020 REV 0,115 X 99 X 15.5 MM,1.000,0.000,0.000,0.000,1.000,NOS,10-Oct-25,SPK,2554.0000,2554.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING (NUCLEAR GRADE)  IN ENDLESS FORM WITH ANTI-EXTRUSION AISI 321 CAP ON TOP AND BOTTOM HAVING DENSITY AS PER DRAWING IN RECTANGULAR PROFILE.,,,2554,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1010/25-26,8-Sep-25,5100660600,3-Sep-25,4.1,STYLE NA-707V,1-02-90054-850,JDJ_DRG_61419 REV-0,430 X 400 X 25 MM,1.000,0.000,0.000,0.000,1.000,NOS,10-Oct-25,SPK,3236.8300,3236.83,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM WITH ANTI-EXTRUSION AISI 321 CAP ON TOP AND BOTTOM HAVING DENSITY 1.6 GM/CC IN RECTANGULAR PROFILE,,,3236.83,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1056/25-26,10-Sep-25,5100664706,9-Sep-25,3.1,STYLE NA-707,000003158896,000.003.158.896 REV-1,132 X 116 X 14 MM,1.000,1.000,0.000,0.000,1.000,NOS,10-Oct-25,SPK,664.0000,664.00,INR,,WITHIN 30 DAYS,,"FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING (NUCLEAR GRADE) IN ENDLESS FORM HAVING DENSITY 1.6 G/CC (+/-0.05), AS PER DRAWING",P05484/25-26,7-Oct-25,664,,00705,No,-
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1056/25-26,10-Sep-25,5100664706,9-Sep-25,6.1,STYLE NA-707,6122538AA,KDS-7003 REV NC / JDJ_DRG_5751,38.00/38.10 X 24.90/24.95 X 40 MM,3.000,3.000,0.000,0.000,3.000,SET,10-Oct-25,SPK,204.6400,613.92,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING SET IN CUP-N-CONE PROFILE AND IN ENDLESS FORM HAVING DENSITY 1.6-1.8 G/CC. AS PER DRAWING,P05484/25-26,7-Oct-25,613.92,,00705,No,ALL PARAMETERS EXCEPT NO. OF RINGS SHOULD BE IN LINE WITH IMI REQUIREMENT (KDS 7003)
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1056/25-26,10-Sep-25,5100664706,9-Sep-25,6.2,STYLE NA-707,6122538AA,KDS-7003 REV NC / JDJ_DRG_5751,38.00/38.10 X 24.90/24.95 X 40 MM,6.000,6.000,0.000,0.000,6.000,SET,10-Oct-25,SPK,204.6400,1227.84,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING SET IN CUP-N-CONE PROFILE AND IN ENDLESS FORM HAVING DENSITY 1.6-1.8 G/CC. AS PER DRAWING,P05484/25-26,7-Oct-25,1227.84,,00705,No,ALL PARAMETERS EXCEPT NO. OF RINGS SHOULD BE IN LINE WITH IMI REQUIREMENT (KDS 7003)
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1056/25-26,10-Sep-25,5100664706,9-Sep-25,6.3,STYLE NA-707,6122538AA,KDS-7003 REV NC / JDJ_DRG_5751,38.00/38.10 X 24.90/24.95 X 40 MM,2.000,2.000,0.000,0.000,2.000,SET,10-Oct-25,SPK,204.6400,409.28,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING SET IN CUP-N-CONE PROFILE AND IN ENDLESS FORM HAVING DENSITY 1.6-1.8 G/CC. AS PER DRAWING,P05484/25-26,7-Oct-25,409.28,,00705,No,ALL PARAMETERS EXCEPT NO. OF RINGS SHOULD BE IN LINE WITH IMI REQUIREMENT (KDS 7003)
CONTROL COMPONENT INDIA PVT LTD SEZ,F-1056/25-26,10-Sep-25,5100664706,9-Sep-25,2.1,STYLE NA-707,6123245AA,KDS-7003_NC /JDJ_DRG_57519 REV,45.00/45.10 X 31.90/31.95 X 44 MM,4.000,4.000,0.000,0.000,4.000,SET,10-Oct-25,SPK,277.8900,1111.56,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING SET IN CUP-N-CONE PROFILE AND IN ENDLESS FORM HAVING DENSITY 1.6-1.8 G/CC. AS PER DRAWING,P05484/25-26,7-Oct-25,1111.56,,00705,No,ALL PARAMETERS EXCEPT NO. OF RINGS SHOULD BE IN LINE WITH IMI REQUIREMENT (KDS 7003)
